,Genome,Contig,q_start,q_end,Subject,s_start,s_end,strand
965,yHMPu5000035651_torulaspora_microellipsoides_160519.fas,flattened_line_21,64153,65060,Kazachstania_exigua_HRR25_1,1,908,1
966,yHMPu5000035651_torulaspora_microellipsoides_160519.fas,flattened_line_21,64153,65061,Saccharomyces##mikatae_SMKI_06G3130,1,909,1
967,yHMPu5000035651_torulaspora_microellipsoides_160519.fas,flattened_line_21,64153,65069,Kazachstania_africana_KAFR_0C02290,1,917,1
968,yHMPu5000035651_torulaspora_microellipsoides_160519.fas,flattened_line_21,64153,65060,Eremothecium_cymbalariae_Ecym_2202,1,908,1
969,yHMPu5000035651_torulaspora_microellipsoides_160519.fas,flattened_line_21,64153,65061,Kluyveromyces_lactis_KLLA0_D03168g,1,909,1
970,yHMPu5000035651_torulaspora_microellipsoides_160519.fas,flattened_line_21,64153,65063,Lachancea_nothofagi_LANO_0E04126G,1,911,1
971,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45270,46178,Kazachstania_exigua_HRR25_2,909,1,-1
972,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,44957,46178,Kazachstania_saulgeensis_KASA_0K01848G,1169,1,-1
973,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,44957,46178,Kazachstania_barnettii_KABA2_06S03410,1175,1,-1
974,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45256,46178,Kazachstania_saulgeensis_KASA_0P01430G,923,1,-1
975,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45276,46169,Vanderwaltozyma_polyspora_Kpol_1033p51,903,10,-1
976,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45247,46178,Kazachstania_exigua_HRR25_1,935,1,-1
977,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45270,46178,Kazachstania_barnettii_KABA2_04S02882,909,1,-1
978,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45259,46178,Naumovozyma_castellii_NCAS_0D03820,920,1,-1
979,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45255,46178,Naumovozyma_dairenensis_NDAI_0I01070,924,1,-1
980,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45274,46178,Tetrapisispora_blattae_TBLA0B05310,905,1,-1
981,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45262,46178,Zygosaccharomyces_rouxii_ZYRO0G08866g,917,1,-1
982,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45262,46178,Kazachstania_africana_KAFR_0C02290,917,1,-1
983,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45270,46178,Kazachstania_africana_KAFR_0K00320,909,1,-1
984,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45269,46178,Tetrapisispora_phaffii_TPHA_0E02830,910,1,-1
985,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044575,45223,46178,Vanderwaltozyma_polyspora_Kpol_1002p53,962,1,-1
986,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173694,Kazachstania_exigua_HRR25_2,1,908,1
987,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173694,Kazachstania_saulgeensis_KASA_0K01848G,1,908,1
988,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173694,Kazachstania_barnettii_KABA2_06S03410,1,908,1
989,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173694,Kazachstania_africana_KAFR_0K00320,1,908,1
990,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173700,Kazachstania_exigua_HRR25_1,1,914,1
991,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173682,Tetrapisispora_blattae_TBLA0B05310,1,896,1
992,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173721,Vanderwaltozyma_polyspora_Kpol_1002p53,1,935,1
993,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173700,Kazachstania_barnettii_KABA2_04S02882,1,914,1
994,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173700,Kazachstania_saulgeensis_KASA_0P01430G,1,914,1
995,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173694,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,908,1
996,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173682,Tetrapisispora_phaffii_TPHA_0E02830,1,896,1
997,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173700,Kazachstania_africana_KAFR_0C02290,1,914,1
998,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173682,Naumovozyma_castellii_NCAS_0D03820,1,896,1
999,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172788,173682,Naumovozyma_dairenensis_NDAI_0I01070,1,896,1
1000,yHAB166_kazachstania_yakushimaensis_160519.fas,scf7180000044648,172797,173682,Vanderwaltozyma_polyspora_Kpol_1033p51,10,896,1
1001,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131715,132857,Kazachstania_saulgeensis_KASA_0K01848G,1137,1,-1
1002,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131660,132857,Naumovozyma_dairenensis_NDAI_0I01070,1189,1,-1
1003,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131692,132857,Kazachstania_exigua_HRR25_2,1139,1,-1
1004,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131715,132857,Kazachstania_barnettii_KABA2_06S03410,1143,1,-1
1005,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131668,132857,Naumovozyma_castellii_NCAS_0D03820,1163,1,-1
1006,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131673,132857,Kazachstania_exigua_HRR25_1,1200,1,-1
1007,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131722,132857,Kazachstania_africana_KAFR_0K00320,1112,1,-1
1008,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131682,132857,Kazachstania_saulgeensis_KASA_0P01430G,1191,1,-1
1009,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131948,132857,Zygotorulaspora_mrakii_HG535_0B00830,910,1,-1
1010,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131679,132857,Kazachstania_africana_KAFR_0C02290,1155,1,-1
1011,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131944,132857,Zygosaccharomyces_rouxii_ZYRO0G08866g,914,1,-1
1012,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131952,132857,Tetrapisispora_blattae_TBLA0B05310,906,1,-1
1013,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131674,132857,Saccharomyces_cerevisiae_YPL204W,1190,1,-1
1014,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131661,132857,Saccharomyces##mikatae_SMKI_06G3130,1203,1,-1
1015,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131674,132857,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1190,1,-1
1016,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131956,132855,Vanderwaltozyma_polyspora_Kpol_1033p51,902,4,-1
1017,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131674,132857,Saccharomyces_pastorianus_GRS66_005211,1190,1,-1
1018,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131949,132857,Kazachstania_barnettii_KABA2_04S02882,909,1,-1
1019,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131676,132857,Vanderwaltozyma_polyspora_Kpol_1002p53,1182,1,-1
1020,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131662,132857,Saccharomyces_eubayanus_DI49_5263,1199,1,-1
1021,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131662,132857,Saccharomyces_pastorianus_GRS66_010945,1199,1,-1
1022,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131944,132857,Torulaspora_delbrueckii_TDEL_0E05230,914,1,-1
1023,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131948,132857,Tetrapisispora_phaffii_TPHA_0E02830,910,1,-1
1024,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131662,132857,Saccharomyces_uvarum_SUVC_16G0780,1199,1,-1
1025,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131662,132857,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1199,1,-1
1026,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131949,132857,Kluyveromyces_lactis_KLLA0_D03168g,909,1,-1
1027,yHAB133_kazachstania_unispora_160519.fas,NODE_4_length_347731_cov_33.4145_ID_7,131674,132857,Saccharomyces##kudriavzevii_SKDZ_16G0730,1190,1,-1
1028,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,267278,Kluyveromyces_lactis_KLLA0_D03168g,1,1518,1
1029,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,267151,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,1,1349,1
1030,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266916,Eremothecium_cymbalariae_Ecym_2202,1,1198,1
1031,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265763,266662,Vanderwaltozyma_polyspora_Kpol_1033p51,4,902,1
1032,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,909,1
1033,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Kazachstania_saulgeensis_KASA_0K01848G,1,909,1
1034,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Tetrapisispora_phaffii_TPHA_0E02830,1,909,1
1035,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266827,Naumovozyma_castellii_NCAS_0D03820,1,1067,1
1036,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Kazachstania_barnettii_KABA2_06S03410,1,909,1
1037,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266668,Kazachstania_exigua_HRR25_1,1,908,1
1038,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266668,Vanderwaltozyma_polyspora_Kpol_1002p53,1,908,1
1039,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Kazachstania_saulgeensis_KASA_0P01430G,1,909,1
1040,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266831,Lachancea_meyersii_LAME_0B04214G,1,1080,1
1041,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266839,Kazachstania_africana_KAFR_0C02290,1,1082,1
1042,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266832,Kazachstania_exigua_HRR25_2,1,1072,1
1043,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266668,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1,908,1
1044,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266666,Tetrapisispora_blattae_TBLA0B05310,1,906,1
1045,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266827,Naumovozyma_dairenensis_NDAI_0I01070,1,1085,1
1046,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Kazachstania_africana_KAFR_0K00320,1,909,1
1047,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266668,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1,908,1
1048,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266668,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1,908,1
1049,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266673,Saccharomyces_eubayanus_DI49_5263,1,913,1
1050,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266673,Saccharomyces_pastorianus_GRS66_010945,1,913,1
1051,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266845,Lachancea_nothofagi_LANO_0E04126G,1,1094,1
1052,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Saccharomyces_cerevisiae_YPL204W,1,909,1
1053,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Saccharomyces_pastorianus_GRS66_005211,1,909,1
1054,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266673,Saccharomyces##mikatae_SMKI_06G3130,1,913,1
1055,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266668,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1,908,1
1056,GCF_000002515.2_ASM251v1_genomic.fna,NC_006040.1,265761,266669,Lachancea_lanzarotensis_LALA0_S05e05996g,1,909,1
1057,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1338143,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,1,1473,1
1058,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1338019,Kluyveromyces_lactis_KLLA0_D03168g,1,1391,1
1059,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337826,Eremothecium_cymbalariae_Ecym_2202,1,1198,1
1060,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337578,Eremothecium_gossypii_AGOS_AFL091W,1,908,1
1061,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337740,Lachancea_thermotolerans_KLTH0H04158g,1,1082,1
1062,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337579,Nakaseomyces_glabratus_CAGL0H03553g,1,909,1
1063,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337587,Kazachstania_naganishii_KNAG_0D01130,1,917,1
1064,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337583,Torulaspora_globosa_HG536_0E05330,1,913,1
1065,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337887,Lachancea_meyersii_LAME_0B04214G,1,1226,1
1066,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337740,Lachancea_quebecensis_LAQU0_S08e03994g,1,1082,1
1067,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337578,Lachancea_mirantina_LAMI_0G10330G,1,908,1
1068,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337578,Lachancea_fermentati_LAFE_0C04588G,1,908,1
1069,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337701,Lachancea_nothofagi_LANO_0E04126G,1,1040,1
1070,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337818,Lachancea_dasiensis_LADA_0H10132G,1,1156,1
1071,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337578,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1,908,1
1072,GCF_001417885.1_Kmar_1.0_genomic.fna,NC_036025.1,1336671,1337578,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1,908,1
1073,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces_eubayanus_DI49_5263,1,1494,1
1074,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces_pastorianus_GRS66_010945,1,1458,1
1075,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces_uvarum_SUVC_16G0780,1,1476,1
1076,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1,1476,1
1077,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces##kudriavzevii_SKDZ_16G0730,1,1485,1
1078,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1,1485,1
1079,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces_pastorianus_GRS66_005211,1,1485,1
1080,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces##mikatae_SMKI_06G3130,1,1491,1
1081,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146459,Saccharomyces_cerevisiae_YPL204W,1,1485,1
1082,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146153,Naumovozyma_castellii_NCAS_0D03820,1,1158,1
1083,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145888,Torulaspora_globosa_HG536_0E05330,1,923,1
1084,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145874,Tetrapisispora_phaffii_TPHA_0E02830,1,909,1
1085,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146164,Nakaseomyces_glabratus_CAGL0H03553g,1,1235,1
1086,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145874,Kazachstania_barnettii_KABA2_06S03410,1,909,1
1087,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146135,Kazachstania_africana_KAFR_0C02290,1,1143,1
1088,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145874,Zygotorulaspora_mrakii_HG535_0B00830,1,909,1
1089,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145891,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,926,1
1090,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146210,Torulaspora_delbrueckii_TDEL_0E05230,1,1275,1
1091,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144968,145868,Vanderwaltozyma_polyspora_Kpol_1033p51,4,903,1
1092,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146128,Naumovozyma_dairenensis_NDAI_0I01070,1,1151,1
1093,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146080,Kazachstania_africana_KAFR_0K00320,1,1088,1
1094,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145882,Kazachstania_barnettii_KABA2_04S02882,1,917,1
1095,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145874,Kazachstania_saulgeensis_KASA_0K01848G,1,909,1
1096,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145870,Tetrapisispora_blattae_TBLA0B05310,1,905,1
1097,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146147,Vanderwaltozyma_polyspora_Kpol_1002p53,1,1179,1
1098,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146066,Lachancea_fermentati_LAFE_0C04588G,1,1080,1
1099,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145874,Lachancea_lanzarotensis_LALA0_S05e05996g,1,909,1
1100,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145883,Kazachstania_saulgeensis_KASA_0P01430G,1,918,1
1101,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146152,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1,1223,1
1102,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146146,Lachancea_nothofagi_LANO_0E04126G,1,1160,1
1103,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146080,Kazachstania_exigua_HRR25_2,1,1085,1
1104,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145878,Kluyveromyces_lactis_KLLA0_D03168g,1,913,1
1105,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146152,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1,1214,1
1106,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146152,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1,1214,1
1107,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,146065,Lachancea_thermotolerans_KLTH0H04158g,1,1082,1
1108,GCA_001298625.1_SEUB3.0_genomic.fna,CM003581.1,144966,145883,Kazachstania_exigua_HRR25_1,1,918,1
1109,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421236,422750,Lachancea_meyersii_LAME_0B04214G,1515,1,-1
1110,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421272,422750,Lachancea_lanzarotensis_LALA0_S05e05996g,1464,1,-1
1111,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421503,422750,Lachancea_nothofagi_LANO_0E04126G,1248,1,-1
1112,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421237,422750,Lachancea_dasiensis_LADA_0H10132G,1484,1,-1
1113,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421567,422750,Lachancea_quebecensis_LAQU0_S08e03994g,1187,1,-1
1114,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421566,422750,Lachancea_thermotolerans_KLTH0H04158g,1188,1,-1
1115,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421489,422750,Lachancea_mirantina_LAMI_0G10330G,1289,1,-1
1116,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421547,422750,Lachancea_fermentati_LAFE_0C04588G,1204,1,-1
1117,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421842,422750,Nakaseomyces_glabratus_CAGL0H03553g,909,1,-1
1118,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421843,422750,Eremothecium_gossypii_AGOS_AFL091W,908,1,-1
1119,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421525,422750,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,1217,1,-1
1120,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421834,422750,Torulaspora_globosa_HG536_0E05330,917,1,-1
1121,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421843,422750,Kazachstania_naganishii_KNAG_0F01980,908,1,-1
1122,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421671,422750,Kluyveromyces_lactis_KLLA0_D03168g,1071,1,-1
1123,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421840,422750,Zygosaccharomyces_parabailii_ZPAR0K01220_B,911,1,-1
1124,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421840,422750,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,911,1,-1
1125,GCA_900074715.1_LAME0_genomic.fna,LT598478.1,421840,422750,Zygosaccharomyces_parabailii_ZPAR0C01310_A,911,1,-1
1126,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146813,Saccharomyces##kudriavzevii_SKDZ_16G0730,1,1483,1
1127,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146811,Saccharomyces_uvarum_SUVC_16G0780,1,1472,1
1128,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146811,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1,1472,1
1129,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146813,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1,1483,1
1130,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146811,Saccharomyces_eubayanus_DI49_5263,1,1490,1
1131,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146813,Saccharomyces_pastorianus_GRS66_005211,1,1483,1
1132,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146813,Saccharomyces_cerevisiae_YPL204W,1,1483,1
1133,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146811,Saccharomyces_pastorianus_GRS66_010945,1,1454,1
1134,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146813,Saccharomyces##mikatae_SMKI_06G3130,1,1489,1
1135,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146563,Torulaspora_globosa_HG536_0E05330,1,1287,1
1136,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146568,Torulaspora_delbrueckii_TDEL_0E05230,1,1274,1
1137,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146521,Naumovozyma_castellii_NCAS_0D03820,1,1158,1
1138,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146549,Nakaseomyces_glabratus_CAGL0H03553g,1,1243,1
1139,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146496,Naumovozyma_dairenensis_NDAI_0I01070,1,1151,1
1140,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146239,Zygotorulaspora_mrakii_HG535_0B00830,1,909,1
1141,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146503,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1,1206,1
1142,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146239,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,909,1
1143,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146503,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1,1197,1
1144,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146503,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1,1197,1
1145,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146239,Kazachstania_saulgeensis_KASA_0K01848G,1,909,1
1146,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146506,Vanderwaltozyma_polyspora_Kpol_1002p53,1,1170,1
1147,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146239,Tetrapisispora_phaffii_TPHA_0E02830,1,909,1
1148,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146448,Kazachstania_africana_KAFR_0K00320,1,1088,1
1149,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146503,Kazachstania_africana_KAFR_0C02290,1,1143,1
1150,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146239,Kazachstania_barnettii_KABA2_06S03410,1,909,1
1151,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145331,146238,Lachancea_fermentati_LAFE_0C04588G,1,908,1
1152,GCA_000292725.1_SacArb1.0_genomic.fna,CM001578.1,145333,146232,Vanderwaltozyma_polyspora_Kpol_1033p51,4,902,1
